.interval,.observations,.portfolio_tickers,id_carteira,.market_ticker,shapiro_w,shapiro_p,adf_stat,adf_lag_order,adf_p
week,26,,17,^BVSP,0.9733593191129323,2.0238711037116379e-4,-1.5356311451714906,6,0.7710956825343181
week,52,,17,^BVSP,0.9090680725146811,4.905754010345778e-10,-0.6262462514184726,5,0.9753735911502391
week,104,,17,^BVSP,0.8730451141518228,2.4464545621357037e-10,-1.6312107296938636,5,0.730121659671067
month,3,,17,^GSPC,0.9657117645274284,0.15409843269634912,-3.1203865005347864,3,0.12487504992587804
month,6,,17,^GSPC,0.9398794180672397,0.017633560661819564,-2.2298247694808455,3,0.48245675653283704
month,12,,17,^GSPC,0.9615728775415319,0.17849825084491786,-2.3977486501862937,3,0.4171096754429524
month,24,,17,^GSPC,0.747316484995302,1.0846710550290897e-5,-1.9324458027190754,3,0.5985064969449586
week,13,,17,^GSPC,0.9828287529486779,0.009961365863296158,-3.39725224950417,5,0.05623573619374943
week,26,,17,^GSPC,0.960206805594309,1.805457278214125e-5,-3.3495690822744124,5,0.06447181962093132
week,52,,17,^GSPC,0.9048000283615956,2.8587444826991095e-9,-3.670421461434765,5,0.02864178655186834
week,104,,17,^GSPC,0.6427460513605403,5.281079834724405e-16,-4.813241761798054,4,0.01
month,3,,18,^BVSP,0.8670627175212764,1.5765491295408428e-5,-2.9779163653793055,3,0.1800821604279583
month,6,,18,^BVSP,0.9138551917658425,8.815795677132349e-4,-1.9286225373457995,3,0.6032531061837296
month,12,,18,^BVSP,0.7978171429935594,1.1604317452994596e-6,-1.8466949346513222,3,0.6353454733820598
month,24,,18,^BVSP,0.9291838318264634,0.023643526559489036,-3.84142450614775,3,0.028679961655473506
week,13,,18,^BVSP,0.9611092400247709,2.8673891356680345e-6,-4.295808390643029,6,0.01
week,26,,18,^BVSP,0.9528419299573174,5.815507745708867e-7,-2.620507862981583,6,0.31502559622424253
week,52,,18,^BVSP,0.9607571903004057,1.4953061173573078e-5,-2.5707725217181876,5,0.3367442175656551
week,104,,18,^BVSP,0.9575461179818407,9.483197286048174e-5,-2.358730657616233,5,0.42676716038101403
month,3,,18,^GSPC,0.9539407767278838,0.049634575654906,-3.3634266745154653,3,0.07185530557906326
month,6,,18,^GSPC,0.9392848983974291,0.01674385386996478,-2.39103412359182,3,0.41821712548642354
month,12,,18,^GSPC,0.9661923850359194,0.2574679649169879,-2.509868023316255,3,0.37301159358259395
month,24,,18,^GSPC,0.8272075177524214,2.6755585174757264e-4,-1.9762736228413047,3,0.5817045724204314
week,13,,18,^GSPC,0.9827753205658339,0.00977233295951901,-2.63227057129859,5,0.31075871856028386
week,26,,18,^GSPC,0.9843413810828778,0.02365572220762219,-2.6995185498426304,5,0.28302532474125247
week,52,,18,^GSPC,0.9600749174384506,6.206101520584017e-5,-3.1511210330073376,5,0.0981242722765548
week,104,,18,^GSPC,0.7561108474060838,3.945525555699107e-13,-3.831232731157254,4,0.019764944982623836
month,3,,19,^BVSP,0.9042260784432627,3.0894284625149866e-4,-2.7126193035451807,3,0.2872502808285562
month,6,,19,^BVSP,0.9767263479057804,0.3852265015148885,-0.20759361461889816,3,0.99
month,12,,19,^BVSP,0.9459023170428672,0.0299874554566753,0.9763012744127271,3,0.99
month,24,,19,^BVSP,0.8876307030234651,0.0018693852518957613,-2.036523935755645,3,0.5588918906015746
week,13,,19,^BVSP,0.9833750355487805,0.0053812271213851985,-4.110337736213875,6,0.01
week,26,,19,^BVSP,0.9489140573627183,2.355460811565688e-7,-2.5330126701778095,6,0.351837185017034
week,52,,19,^BVSP,0.9182561074126414,2.3744005908448624e-9,-2.5993776719082904,5,0.32478404028158014
week,104,,19,^BVSP,0.9768346029092076,0.009585032390102579,-2.825535621883763,5,0.23216498288495735
month,3,,19,^GSPC,0.9540837174993547,0.05414034786944207,-3.532809970089642,3,0.04795970640710183
month,6,,19,^GSPC,0.9611388212802796,0.1269548646003138,-2.3193194345971686,3,0.44699028445440614
month,12,,19,^GSPC,0.936906619671232,0.027229550824860112,-2.0208052976869193,3,0.5653040432939879
month,24,,19,^GSPC,0.815712111608869,2.0462840991127028e-4,-2.2799091157114906,3,0.46545175374464787
week,13,,19,^GSPC,0.9737682711624022,4.89663037861159e-4,-3.1600229654478014,5,0.09579617242536642
week,26,,19,^GSPC,0.9807811691681151,0.0072483393195237646,-2.994235116658524,5,0.1596075889306983
week,52,,19,^GSPC,0.9337565364080037,3.131069614448533e-7,-3.5096957468728656,5,0.04354669010436432
week,104,,19,^GSPC,0.7536756953001468,3.8333382953030043e-13,-3.821966644597066,4,0.020229631503276446
month,3,,20,^BVSP,0.8271290120798479,1.141510405773553e-6,-3.4530540005925654,3,0.056446158596888354
month,6,,20,^BVSP,0.9465066906285021,0.017570573600109433,-1.957606265721704,3,0.5915802393388224
month,12,,20,^BVSP,0.9377055338807838,0.013258019311876527,-0.6944218868463271,3,0.9643525165825612
month,24,,20,^BVSP,0.9282155195018605,0.022103732083918116,-3.965507100053228,3,0.022154255023119553
week,13,,20,^BVSP,0.9900569803440827,0.08638846510924299,-3.7678157580850256,6,0.02113759538668797
week,26,,20,^BVSP,0.9579126350374764,2.133804025223708e-6,-3.621547701204521,6,0.031913387289644934
week,52,,20,^BVSP,0.9176175946303995,1.993850873193365e-9,-3.5107979576501025,5,0.04290576742370959
week,104,,20,^BVSP,0.7922001340093255,1.0473459960312741e-13,-3.486112514669811,5,0.04598820533500266
month,3,,20,^GSPC,0.9562131777666671,0.061718480119707646,-3.505518223822924,3,0.049874319219956616
month,6,,20,^GSPC,0.9523169266670353,0.05339488927029567,-2.4056654392588865,3,0.41238675462885577
month,12,,20,^GSPC,0.9485569054228105,0.06228049225478486,-2.3769728275671618,3,0.4252810904357279
month,24,,20,^GSPC,0.854488368210244,9.418634844043488e-4,-2.2198144193553273,3,0.4883402647669821
week,13,,20,^GSPC,0.973585189222347,4.45919058505079e-4,-3.2961412152137077,5,0.07308757524215982
week,26,,20,^GSPC,0.9694807805397452,2.1569524452857037e-4,-3.293376474818171,5,0.07383725419697157
week,52,,20,^GSPC,0.8836971770112336,1.6644481015882498e-10,-3.8089133997154923,5,0.020121225418455235
week,104,,20,^GSPC,0.6974973147280374,1.0316452996447081e-14,-4.183837517255577,4,0.01
